airQualityLevel,observationDateTime,deviceStatus,aqiMajorPollutant,id,airQualityIndex,uv.avgOverTime,o3.avgOverTime,pm2p5.avgOverTime,co2.avgOverTime,pm10.avgOverTime,co.avgOverTime,no2.avgOverTime,airTemperature.avgOverTime,illuminance.avgOverTime,ambientNoise.avgOverTime,so2.avgOverTime,relativeHumidity.avgOverTime,atmosphericPressure.avgOverTime
SEVERE,2022-01-01 00:16:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/57c0323e-4cf7-2b22-0e54-e9c043d235cb,405.0,0.0,20.9,240.07,186.43,354.73,2.81,85.1,20.23,1.38,75.36,6.8,75.95,0.89
VERY_POOR,2022-01-01 00:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/763f8470-1fca-6f8b-3a8b-ee883a0c5f06,328.0,0.0,7.2,191.17,329.94,283.12,1.74,17.05,19.64,1.08,77.11,2.28,81.52,0.94
MODERATE,2022-01-01 00:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,119.0,0.0,3.46,65.43,276.57,99.91,3.71,7.48,20.39,1.2,77.2,1.17,84.85,0.94
MODERATE,2022-01-01 00:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/05fbae93-d3f7-0bbe-dd5d-2c2b4180edc7,143.0,0.0,0.0,56.66,440.65,80.42,4.01,45.31,20.52,2.6,78.36,7.82,83.88,0.94
POOR,2022-01-01 00:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,299.0,0.0,12.5,254.84,606.56,401.49,4.32,41.65,20.99,3.57,76.96,4.79,81.65,0.94
VERY_POOR,2022-01-01 00:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,396.0,,24.13,197.97,315.41,290.83,1.81,52.42,20.0,0.13,75.88,0.0,82.47,0.94
SATISFACTORY,2022-01-01 00:16:15+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,94.0,0.0,3.74,3.83,175.75,4.21,1.77,214.61,18.84,20.28,66.72,11.55,84.64,0.94
VERY_POOR,2022-01-01 00:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,304.0,0.0,0.0,132.19,196.52,196.04,2.18,74.59,19.22,4.02,73.69,2.4,84.14,0.94
SATISFACTORY,2022-01-01 00:16:15+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d3f2fcf3-24de-0fb6-7b74-0d7b3fa0467d,94.0,0.0,5.1,53.51,0.0,106.35,2.63,83.5,21.72,1.42,75.8,9.63,73.99,0.94
VERY_POOR,2022-01-01 00:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,376.0,,,,,,,,,,,,,
VERY_POOR,2022-01-01 00:16:18+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,301.0,0.0,0.0,126.87,11.03,180.35,2.72,57.79,20.91,1.9,73.76,6.64,78.53,0.94
VERY_POOR,2022-01-01 00:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a70a062d-1bc8-ba77-a530-af9b5d4f2145,347.0,0.0,0.6,213.95,564.61,318.08,3.52,109.24,21.48,1.08,73.64,3.96,78.16,0.94
VERY_POOR,2022-01-01 00:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f36b4669-628b-ad93-9970-f9d424afbf75,306.0,0.0,0.0,156.32,78.7,225.56,4.6,76.1,21.32,1.83,76.89,3.19,73.86,0.94
MODERATE,2022-01-01 00:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02f7e7ee-29d6-c1c1-4d98-8f74981d9683,162.0,0.0,73.75,73.37,222.02,105.44,4.56,0.0,19.65,0.69,80.78,0.16,81.42,1.7
VERY_POOR,2022-01-01 00:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b3ec32ff-fa7d-64fa-c0af-272e25d314e9,366.0,0.0,0.0,230.9,338.36,351.02,3.29,73.74,20.81,3.9,75.45,4.07,77.43,0.94
SEVERE,2022-01-01 00:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,409.0,0.0,0.0,326.81,717.84,479.99,2.38,49.76,20.5,0.8,61.78,0.0,77.73,0.94
MODERATE,2022-01-01 00:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/390a5098-1616-60ca-955e-ce9b5d3ee5f9,197.0,0.0,4.1,90.2,0.0,153.4,1.82,59.4,21.22,1.09,77.93,0.61,76.72,0.87
MODERATE,2022-01-01 00:31:08+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d824fa46-223b-f248-493e-80bb5bdeda68,106.0,0.0,0.0,0.92,561.58,1.15,1.94,71.18,20.57,17.93,74.97,0.02,76.3,0.94
MODERATE,2022-01-01 00:31:08+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,105.0,0.0,32.67,3.37,0.0,4.23,3.25,43.36,20.03,3.51,77.16,3.38,77.37,0.94
VERY_POOR,2022-01-01 00:31:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,375.0,0.0,0.0,256.22,292.4,378.53,3.3,80.39,20.97,0.94,68.02,3.58,77.25,0.94
MODERATE,2022-01-01 00:31:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c37c6979-6802-4a1c-c852-609b7706f5ba,103.0,0.0,12.64,86.41,0.0,119.75,2.73,59.57,20.73,5.52,72.46,1.62,79.42,0.94
MODERATE,2022-01-01 00:31:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,110.0,0.0,9.57,0.67,54.81,0.84,1.4,82.32,19.79,2.48,72.43,5.35,75.35,0.93
VERY_POOR,2022-01-01 00:31:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,341.0,0.0,15.37,235.97,540.05,343.27,1.48,42.37,18.71,1.48,73.85,1.1,81.71,0.94
MODERATE,2022-01-01 00:31:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,117.0,0.0,8.86,81.92,485.24,121.87,2.79,66.44,20.46,3.26,79.12,3.37,80.75,0.94
VERY_POOR,2022-01-01 00:31:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,304.0,0.0,23.75,260.47,231.75,384.47,3.45,28.14,20.34,4.65,77.22,4.47,83.73,0.94
VERY_POOR,2022-01-01 00:31:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,357.0,0.0,0.0,182.44,388.83,258.81,1.67,58.12,18.75,2.14,76.03,3.55,80.78,0.94
VERY_POOR,2022-01-01 00:31:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,341.0,0.0,15.37,235.97,540.05,343.27,1.48,42.37,18.71,1.48,73.85,1.1,81.71,0.94
VERY_POOR,2022-01-01 00:31:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,357.0,0.0,0.0,182.44,388.83,258.81,1.67,58.12,18.75,2.14,76.03,3.55,80.78,0.94
VERY_POOR,2022-01-01 00:31:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,305.0,0.0,0.16,181.26,144.23,253.46,2.17,89.15,19.11,3.59,63.24,0.0,80.99,0.94
VERY_POOR,2022-01-01 00:31:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c7b8f786-2f89-116f-d98d-8c54bfc7caaf,324.0,0.0,0.0,146.16,55.32,213.46,3.74,55.89,21.11,9.66,56.87,6.83,78.4,0.94
VERY_POOR,2022-01-01 00:31:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,311.0,0.0,34.71,178.35,0.0,277.34,2.93,45.98,21.7,1.22,71.83,0.0,71.13,0.94
VERY_POOR,2022-01-01 00:31:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/978ed964-88ee-fbc8-2092-5e41065c6405,366.0,0.0,0.01,203.64,0.0,285.31,2.94,56.35,20.25,1.57,77.5,0.03,78.48,0.94
VERY_POOR,2022-01-01 00:31:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/17429134-c3d7-da41-0057-388a28723913,310.0,0.0,0.0,152.07,451.32,224.75,2.48,35.83,24.04,50.43,66.67,2.18,64.36,0.89
VERY_POOR,2022-01-01 00:31:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,350.0,0.0,11.45,170.44,0.0,242.99,4.29,45.19,20.88,3.02,82.1,6.38,82.61,0.94
SATISFACTORY,2022-01-01 00:31:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,86.0,0.0,3.87,28.96,368.63,35.97,1.07,61.01,18.67,25.0,75.97,0.0,77.43,0.94
MODERATE,2022-01-01 00:31:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/146a3c4f-c6e4-959f-e967-f0cfd5b03dcb,139.0,0.0,29.7,56.66,0.0,78.02,4.04,57.21,19.49,4.47,79.22,1.43,78.93,0.46
MODERATE,2022-01-01 00:31:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,116.0,0.0,24.38,33.44,105.71,52.38,2.33,43.98,19.07,10.76,60.2,0.32,83.65,0.84
VERY_POOR,2022-01-01 00:31:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,331.0,0.0,0.0,153.25,418.51,224.13,2.06,65.85,21.4,4.86,79.63,0.0,74.0,0.94
VERY_POOR,2022-01-01 00:31:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/67ae0343-59e4-e88f-bc4a-f55e7789df44,319.0,0.0,10.01,148.8,91.03,213.31,3.26,39.29,21.27,3.51,74.86,1.72,75.43,0.94
VERY_POOR,2022-01-01 00:31:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2922b6ff-0271-cde4-9378-bd00f1a6ea3c,311.0,0.0,4.12,285.17,487.14,450.16,3.45,91.55,20.71,0.42,79.47,1.79,80.89,0.92
SEVERE,2022-01-01 00:31:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/57c0323e-4cf7-2b22-0e54-e9c043d235cb,405.0,0.0,22.05,247.8,186.47,365.2,3.03,81.21,20.21,1.37,72.94,6.97,76.15,0.89
SATISFACTORY,2022-01-01 00:31:13+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,83.0,0.0,10.5,31.0,794.17,43.58,2.36,40.63,19.18,1.98,74.0,0.07,87.39,0.94
MODERATE,2022-01-01 00:31:13+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,112.0,0.0,0.0,35.45,490.26,53.78,1.8,61.45,20.78,1.4,102.01,3.85,73.22,0.94
POOR,2022-01-01 00:31:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/7bd8af4f-99bf-2f69-996c-5fde241fb29a,220.0,0.0,14.67,95.9,0.0,136.88,1.73,44.82,21.03,3.02,72.97,4.6,78.17,0.94
SATISFACTORY,2022-01-01 00:31:15+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,94.0,0.0,2.89,3.7,185.13,4.33,1.61,208.99,18.68,19.98,65.85,6.89,85.27,0.94
SATISFACTORY,2022-01-01 00:31:15+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d3f2fcf3-24de-0fb6-7b74-0d7b3fa0467d,94.0,0.0,4.57,55.84,0.0,107.7,2.33,81.06,21.65,1.33,75.66,9.85,74.56,0.94
MODERATE,2022-01-01 00:31:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/05fbae93-d3f7-0bbe-dd5d-2c2b4180edc7,143.0,0.0,0.54,60.19,442.87,85.08,4.03,35.11,20.54,2.53,78.4,7.54,84.05,0.94
VERY_POOR,2022-01-01 00:31:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,376.0,,,,,,,,,,,,,
VERY_POOR,2022-01-01 00:31:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,396.0,,24.18,179.56,310.99,262.18,1.62,51.51,19.92,0.13,73.42,0.0,82.66,0.94
POOR,2022-01-01 00:31:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,299.0,0.0,12.57,253.66,605.31,401.81,4.25,40.8,20.93,3.55,76.22,4.57,81.74,0.94
VERY_POOR,2022-01-01 00:31:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/763f8470-1fca-6f8b-3a8b-ee883a0c5f06,328.0,0.0,6.92,175.41,331.45,265.48,1.92,17.21,19.5,1.05,76.87,2.36,82.25,0.94
VERY_POOR,2022-01-01 00:31:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,304.0,0.0,0.0,131.73,199.82,192.14,2.3,74.03,19.17,3.92,73.88,2.75,84.44,0.94
MODERATE,2022-01-01 00:31:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,119.0,0.0,2.72,68.1,274.86,100.52,3.65,11.31,20.44,1.1,76.67,1.41,84.48,0.94
VERY_POOR,2022-01-01 00:31:18+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,301.0,0.0,3.33,124.5,32.46,174.56,2.56,35.85,20.75,1.87,73.81,5.74,78.96,0.94
SEVERE,2022-01-01 00:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,409.0,0.0,0.0,338.83,757.11,499.84,2.3,49.89,20.29,0.66,61.53,0.0,78.16,0.94
MODERATE,2022-01-01 00:46:08+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d824fa46-223b-f248-493e-80bb5bdeda68,106.0,0.0,0.0,0.86,554.13,1.08,1.77,69.28,20.43,17.9,74.8,0.0,76.42,0.94
MODERATE,2022-01-01 00:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02f7e7ee-29d6-c1c1-4d98-8f74981d9683,162.0,0.0,76.61,76.0,221.25,109.66,4.33,0.0,19.54,0.74,81.36,0.06,81.27,1.7
MODERATE,2022-01-01 00:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/390a5098-1616-60ca-955e-ce9b5d3ee5f9,197.0,0.0,2.23,90.81,0.0,159.42,1.96,63.11,21.33,0.49,79.5,0.57,76.42,0.87
MODERATE,2022-01-01 00:46:08+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,105.0,0.0,35.99,3.61,0.0,4.52,2.94,36.96,20.17,3.59,76.88,3.25,76.94,0.94
VERY_POOR,2022-01-01 00:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b3ec32ff-fa7d-64fa-c0af-272e25d314e9,366.0,0.0,0.0,239.74,331.46,361.55,3.3,71.95,20.7,3.48,74.5,3.87,77.8,0.94
VERY_POOR,2022-01-01 00:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a70a062d-1bc8-ba77-a530-af9b5d4f2145,347.0,0.0,0.69,220.68,560.46,325.44,3.55,109.61,21.46,1.06,73.02,3.86,78.13,0.94
VERY_POOR,2022-01-01 00:46:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f36b4669-628b-ad93-9970-f9d424afbf75,306.0,0.0,0.0,157.46,84.38,225.64,4.44,74.34,21.22,1.91,77.64,3.03,74.32,0.94
VERY_POOR,2022-01-01 00:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,341.0,0.0,14.35,259.24,542.82,379.87,1.5,43.61,18.64,1.48,73.25,1.16,81.92,0.94
VERY_POOR,2022-01-01 00:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,304.0,0.0,24.54,264.14,236.87,390.2,3.42,26.11,20.3,4.66,77.52,4.42,83.89,0.94
MODERATE,2022-01-01 00:46:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,110.0,0.0,10.45,0.79,50.39,0.99,1.33,82.3,19.86,2.31,71.47,5.18,75.8,0.93
MODERATE,2022-01-01 00:46:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c37c6979-6802-4a1c-c852-609b7706f5ba,103.0,0.0,12.95,87.75,0.0,121.86,2.79,57.85,20.65,5.36,72.24,1.48,79.66,0.94
VERY_POOR,2022-01-01 00:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,357.0,0.0,0.0,190.56,388.4,270.71,1.62,55.8,18.72,2.13,75.22,3.44,80.69,0.94
VERY_POOR,2022-01-01 00:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,375.0,0.0,0.0,254.09,291.15,374.84,3.3,77.85,20.87,0.85,67.35,3.55,77.64,0.94
MODERATE,2022-01-01 00:46:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,117.0,0.0,10.0,77.83,490.9,112.17,2.81,65.03,20.4,3.25,79.27,3.37,81.01,0.94
VERY_POOR,2022-01-01 00:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,357.0,0.0,0.0,190.56,388.4,270.71,1.62,55.8,18.72,2.13,75.22,3.44,80.69,0.94
VERY_POOR,2022-01-01 00:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,305.0,0.0,0.1,178.9,138.11,252.89,1.94,87.13,18.93,3.46,62.9,0.0,81.29,0.94
VERY_POOR,2022-01-01 00:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,341.0,0.0,14.35,259.24,542.82,379.87,1.5,43.61,18.64,1.48,73.25,1.16,81.92,0.94
VERY_POOR,2022-01-01 00:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,350.0,0.0,10.23,168.84,0.0,240.4,4.3,44.22,20.8,2.84,81.94,6.45,82.78,0.94
MODERATE,2022-01-01 00:46:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/146a3c4f-c6e4-959f-e967-f0cfd5b03dcb,139.0,0.0,30.85,58.26,0.0,79.81,4.07,55.95,19.38,3.96,78.55,1.35,79.08,0.46
VERY_POOR,2022-01-01 00:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c7b8f786-2f89-116f-d98d-8c54bfc7caaf,324.0,0.0,0.0,146.7,61.84,215.45,4.1,55.71,21.02,9.08,60.34,7.41,78.66,0.94
VERY_POOR,2022-01-01 00:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/17429134-c3d7-da41-0057-388a28723913,310.0,0.0,0.0,152.49,467.64,223.91,2.7,33.58,24.0,50.37,66.52,2.59,65.01,0.89
VERY_POOR,2022-01-01 00:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/978ed964-88ee-fbc8-2092-5e41065c6405,366.0,0.0,0.02,199.57,0.0,276.93,2.94,61.67,19.97,1.41,77.82,0.0,78.91,0.94
SATISFACTORY,2022-01-01 00:46:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,86.0,0.0,2.28,26.84,372.4,33.02,1.14,61.71,18.66,25.15,76.35,0.0,77.72,0.94
VERY_POOR,2022-01-01 00:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,311.0,0.0,35.35,176.85,0.0,274.1,2.93,43.03,21.66,1.29,72.4,0.0,71.27,0.94
